20	126
20.05	143
20.1	127
20.15	121
20.2	149
20.25	142
20.3	130
20.35	129
20.4	125
20.45	134
20.5	137
20.55	132
20.6	105
20.65	113
20.7	99
20.75	144
20.8	113
20.85	106
20.9	116
20.95	112
21	143
21.05	141
21.1	120
21.15	119
21.2	115
21.25	118
21.3	104
21.35	120
21.4	132
21.45	123
21.5	122
21.55	101
21.6	130
21.65	123
21.7	112
21.75	117
21.8	114
21.85	116
21.9	133
21.95	124
22	112
22.05	119
22.1	122
22.15	119
22.2	106
22.25	103
22.3	106
22.35	121
22.4	140
22.45	128
22.5	115
22.55	98
22.6	124
22.65	105
22.7	95
22.75	107
22.8	103
22.85	120
22.9	99
22.95	101
23	123
23.05	116
23.1	142
23.15	108
23.2	118
23.25	126
23.3	131
23.35	124
23.4	137
23.45	129
23.5	125
23.55	108
23.6	80
23.65	126
23.7	102
23.75	121
23.8	110
23.85	125
23.9	101
23.95	113
24	107
24.05	126
24.1	126
24.15	102
24.2	110
24.25	121
24.3	108
24.35	123
24.4	109
24.45	123
24.5	112
24.55	110
24.6	122
24.65	113
24.7	88
24.75	116
24.8	130
24.85	132
24.9	129
24.95	103
25	116
25.05	112
25.1	108
25.15	107
25.2	125
25.25	120
25.3	115
25.35	134
25.4	130
25.45	128
25.5	137
25.55	124
25.6	137
25.65	130
25.7	133
25.75	148
25.8	120
25.85	141
25.9	122
25.95	115
26	129
26.05	132
26.1	129
26.15	156
26.2	145
26.25	136
26.3	148
26.35	147
26.4	145
26.45	174
26.5	180
26.55	197
26.6	191
26.65	199
26.7	206
26.75	204
26.8	199
26.85	216
26.9	243
26.95	227
27	252
27.05	254
27.1	314
27.15	296
27.2	335
27.25	359
27.3	404
27.35	425
27.4	473
27.45	523
27.5	652
27.55	712
27.6	821
27.65	985
27.7	1198
27.75	1412
27.8	1776
27.85	2228
27.9	2713
27.95	3523
28	4500
28.05	5526
28.1	6865
28.15	8371
28.2	9824
28.25	10734
28.3	10856
28.35	10237
28.4	8978
28.45	7649
28.5	6219
28.55	5041
28.6	4043
28.65	3230
28.7	2628
28.75	2235
28.8	1707
28.85	1384
28.9	1174
28.95	1003
29	938
29.05	739
29.1	656
29.15	580
29.2	507
29.25	486
29.3	442
29.35	432
29.4	369
29.45	337
29.5	296
29.55	277
29.6	268
29.65	261
29.7	299
29.75	245
29.8	239
29.85	250
29.9	184
29.95	182
30	178
30.05	190
30.1	227
30.15	160
30.2	166
30.25	176
30.3	166
30.35	191
30.4	148
30.45	121
30.5	164
30.55	124
30.6	145
30.65	155
30.7	154
30.75	167
30.8	137
30.85	127
30.9	125
30.95	124
31	128
31.05	135
31.1	129
31.15	131
31.2	101
31.25	139
31.3	111
31.35	123
31.4	127
31.45	137
31.5	115
31.55	105
31.6	130
31.65	129
31.7	106
31.75	109
31.8	120
31.85	92
31.9	107
31.95	114
32	95
32.05	98
32.1	136
32.15	111
32.2	87
32.25	108
32.3	123
32.35	126
32.4	115
32.45	116
32.5	126
32.55	120
32.6	146
32.65	129
32.7	125
32.75	131
32.8	131
32.85	137
32.9	137
32.95	144
33	130
33.05	130
33.1	116
33.15	120
33.2	127
33.25	107
33.3	102
33.35	112
33.4	104
33.45	118
33.5	92
33.55	99
33.6	113
33.65	118
33.7	93
33.75	109
33.8	97
33.85	98
33.9	95
33.95	101
34	104
34.05	95
34.1	108
34.15	107
34.2	103
34.25	106
34.3	100
34.35	84
34.4	93
34.45	98
34.5	99
34.55	81
34.6	105
34.65	112
34.7	83
34.75	104
34.8	94
34.85	96
34.9	97
34.95	93
35	92
35.05	93
35.1	102
35.15	81
35.2	95
35.25	102
35.3	98
35.35	87
35.4	92
35.45	100
35.5	99
35.55	95
35.6	95
35.65	106
35.7	95
35.75	102
35.8	88
35.85	109
35.9	106
35.95	109
36	109
36.05	103
36.1	95
36.15	97
36.2	95
36.25	106
36.3	94
36.35	82
36.4	101
36.45	88
36.5	92
36.55	89
36.6	102
36.65	100
36.7	90
36.75	87
36.8	102
36.85	108
36.9	112
36.95	95
37	101
37.05	105
37.1	83
37.15	90
37.2	104
37.25	94
37.3	95
37.35	100
37.4	94
37.45	94
37.5	82
37.55	88
37.6	92
37.65	80
37.7	87
37.75	91
37.8	111
37.85	93
37.9	96
37.95	101
38	99
38.05	79
38.1	76
38.15	96
38.2	102
38.25	86
38.3	87
38.35	100
38.4	105
38.45	94
38.5	100
38.55	102
38.6	93
38.65	106
38.7	96
38.75	119
38.8	93
38.85	86
38.9	106
38.95	88
39	104
39.05	97
39.1	97
39.15	104
39.2	104
39.25	94
39.3	88
39.35	97
39.4	109
39.45	97
39.5	89
39.55	102
39.6	105
39.65	98
39.7	107
39.75	91
39.8	96
39.85	94
39.9	109
39.95	92
40	94
40.05	100
40.1	83
40.15	91
40.2	99
40.25	96
40.3	97
40.35	105
40.4	82
40.45	107
40.5	106
40.55	110
40.6	98
40.65	90
40.7	93
40.75	91
40.8	88
40.85	103
40.9	89
40.95	81
41	104
41.05	89
41.1	94
41.15	107
41.2	80
41.25	99
41.3	92
41.35	104
41.4	121
41.45	86
41.5	125
41.55	98
41.6	116
41.65	111
41.7	120
41.75	90
41.8	109
41.85	95
41.9	94
41.95	121
42	112
42.05	109
42.1	108
42.15	107
42.2	107
42.25	114
42.3	108
42.35	112
42.4	98
42.45	117
42.5	106
42.55	114
42.6	115
42.65	126
42.7	101
42.75	123
42.8	143
42.85	152
42.9	154
42.95	122
43	140
43.05	137
43.1	134
43.15	146
43.2	138
43.25	118
43.3	102
43.35	136
43.4	164
43.45	130
43.5	134
43.55	136
43.6	114
43.65	114
43.7	121
43.75	129
43.8	148
43.85	121
43.9	119
43.95	143
44	150
44.05	159
44.1	157
44.15	158
44.2	142
44.25	134
44.3	163
44.35	149
44.4	162
44.45	190
44.5	167
44.55	165
44.6	191
44.65	167
44.7	150
44.75	161
44.8	193
44.85	183
44.9	194
44.95	202
45	217
45.05	211
45.1	210
45.15	240
45.2	244
45.25	232
45.3	247
45.35	266
45.4	246
45.45	286
45.5	290
45.55	279
45.6	317
45.65	397
45.7	359
45.75	378
45.8	403
45.85	435
45.9	497
45.95	556
46	610
46.05	657
46.1	772
46.15	827
46.2	950
46.25	1119
46.3	1252
46.35	1503
46.4	1687
46.45	2003
46.5	2265
46.55	2795
46.6	3306
46.65	4012
46.7	4666
46.75	5312
46.8	6336
46.85	7256
46.9	7965
46.95	8631
47	8946
47.05	8894
47.1	8711
47.15	7936
47.2	7230
47.25	6460
47.3	5614
47.35	4895
47.4	4181
47.45	3538
47.5	2994
47.55	2503
47.6	2144
47.65	1778
47.7	1533
47.75	1371
47.8	1198
47.85	965
47.9	896
47.95	797
48	722
48.05	667
48.1	589
48.15	549
48.2	476
48.25	439
48.3	403
48.35	404
48.4	344
48.45	353
48.5	292
48.55	315
48.6	264
48.65	266
48.7	242
48.75	234
48.8	203
48.85	207
48.9	232
48.95	206
49	201
49.05	204
49.1	192
49.15	174
49.2	164
49.25	164
49.3	171
49.35	130
49.4	163
49.45	161
49.5	127
49.55	131
49.6	140
49.65	146
49.7	118
49.75	109
49.8	148
49.85	118
49.9	144
49.95	108
50	119
50.05	119
50.1	108
50.15	103
50.2	123
50.25	99
50.3	106
50.35	137
50.4	118
50.45	98
50.5	130
50.55	91
50.6	101
50.65	111
50.7	111
50.75	105
50.8	99
50.85	130
50.9	90
50.95	104
51	98
51.05	100
51.1	106
51.15	96
51.2	106
51.25	97
51.3	104
51.35	95
51.4	85
51.45	88
51.5	109
51.55	89
51.6	115
51.65	89
51.7	100
51.75	78
51.8	98
51.85	101
51.9	111
51.95	100
52	107
52.05	103
52.1	87
52.15	101
52.2	100
52.25	84
52.3	92
52.35	92
52.4	97
52.45	108
52.5	103
52.55	101
52.6	90
52.65	90
52.7	101
52.75	83
52.8	102
52.85	87
52.9	102
52.95	92
53	98
53.05	110
53.1	104
53.15	100
53.2	91
53.25	82
53.3	112
53.35	111
53.4	109
53.45	109
53.5	105
53.55	122
53.6	105
53.65	101
53.7	124
53.75	124
53.8	138
53.85	123
53.9	129
53.95	132
54	130
54.05	134
54.1	154
54.15	127
54.2	162
54.25	150
54.3	155
54.35	159
54.4	173
54.45	181
54.5	200
54.55	208
54.6	234
54.65	231
54.7	227
54.75	268
54.8	267
54.85	337
54.9	323
54.95	387
55	389
55.05	475
55.1	545
55.15	611
55.2	667
55.25	842
55.3	916
55.35	1142
55.4	1204
55.45	1440
55.5	1667
55.55	1913
55.6	2072
55.65	2342
55.7	2529
55.75	2710
55.8	2585
55.85	2628
55.9	2363
55.95	2354
56	2117
56.05	1949
56.1	1632
56.15	1403
56.2	1236
56.25	1050
56.3	930
56.35	766
56.4	708
56.45	592
56.5	501
56.55	482
56.6	396
56.65	398
56.7	314
56.75	314
56.8	290
56.85	239
56.9	199
56.95	180
57	201
57.05	177
57.1	160
57.15	145
57.2	132
57.25	147
57.3	124
57.35	123
57.4	116
57.45	104
57.5	120
57.55	129
57.6	117
57.65	96
57.7	120
57.75	102
57.8	97
57.85	101
57.9	94
57.95	103
58	119
58.05	97
58.1	93
58.15	97
58.2	106
58.25	103
58.3	97
58.35	98
58.4	113
58.45	108
58.5	106
58.55	121
58.6	105
58.65	95
58.7	70
58.75	92
58.8	79
58.85	101
58.9	88
58.95	72
59	90
59.05	92
59.1	76
59.15	79
59.2	71
59.25	68
59.3	82
59.35	78
59.4	72
59.45	60
59.5	72
59.55	73
59.6	69
59.65	81
59.7	59
59.75	63
59.8	72
59.85	57
59.9	60
59.95	58
60	72
60.05	87
60.1	61
60.15	49
60.2	64
60.25	61
60.3	58
60.35	71
60.4	62
60.45	55
60.5	62
60.55	55
60.6	53
60.65	58
60.7	60
60.75	62
60.8	68
60.85	55
60.9	45
60.95	55
61	63
61.05	53
61.1	61
61.15	57
61.2	59
61.25	44
61.3	61
61.35	58
61.4	55
61.45	65
61.5	73
61.55	54
61.6	55
61.65	59
61.7	62
61.75	68
61.8	63
61.85	55
61.9	59
61.95	36
62	49
62.05	57
62.1	58
62.15	61
62.2	59
62.25	69
62.3	61
62.35	70
62.4	72
62.45	63
62.5	72
62.55	53
62.6	52
62.65	48
62.7	52
62.75	60
62.8	60
62.85	49
62.9	57
62.95	59
63	53
63.05	51
63.1	66
63.15	49
63.2	50
63.25	41
63.3	57
63.35	45
63.4	50
63.45	56
63.5	51
63.55	57
63.6	56
63.65	53
63.7	50
63.75	52
63.8	60
63.85	53
63.9	62
63.95	54
64	44
64.05	48
64.1	52
64.15	61
64.2	47
64.25	48
64.3	49
64.35	57
64.4	61
64.45	43
64.5	52
64.55	52
64.6	47
64.65	69
64.7	46
64.75	50
64.8	53
64.85	46
64.9	56
64.95	38
65	65
65.05	59
65.1	52
65.15	42
65.2	52
65.25	52
65.3	54
65.35	52
65.4	57
65.45	49
65.5	53
65.55	62
65.6	57
65.65	56
65.7	63
65.75	54
65.8	64
65.85	60
65.9	58
65.95	67
66	43
66.05	59
66.1	42
66.15	55
66.2	79
66.25	48
66.3	41
66.35	52
66.4	47
66.45	57
66.5	70
66.55	48
66.6	67
66.65	62
66.7	61
66.75	57
66.8	76
66.85	62
66.9	67
66.95	57
67	64
67.05	62
67.1	72
67.15	96
67.2	64
67.25	90
67.3	93
67.35	78
67.4	97
67.45	104
67.5	90
67.55	100
67.6	107
67.65	114
67.7	122
67.75	130
67.8	170
67.85	159
67.9	168
67.95	217
68	229
68.05	244
68.1	252
68.15	303
68.2	372
68.25	428
68.3	479
68.35	547
68.4	604
68.45	720
68.5	764
68.55	808
68.6	903
68.65	926
68.7	911
68.75	947
68.8	869
68.85	770
68.9	788
68.95	697
69	644
69.05	552
69.1	497
69.15	429
69.2	388
69.25	339
69.3	296
69.35	270
69.4	252
69.45	204
69.5	194
69.55	177
69.6	159
69.65	146
69.7	131
69.75	152
69.8	100
69.85	119
69.9	101
69.95	115
70	89
70.05	119
70.1	83
70.15	92
70.2	93
70.25	75
70.3	68
70.35	84
70.4	70
70.45	66
70.5	85
70.55	67
70.6	70
70.65	56
70.7	76
70.75	62
70.8	79
70.85	74
70.9	60
70.95	58
71	64
71.05	56
71.1	74
71.15	52
71.2	58
71.25	57
